split,source,source_rel_id,group,image_path,dest_image,num_boxes
train,roboflow_traffic_sign_yolo26,train/139_png.rf.IrP5E57Olg3E04hfI80q,roboflow_traffic_sign_yolo26/train/139_png,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_traffic_sign_yolo26/train/images/139_png.rf.IrP5E57Olg3E04hfI80q.png,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_traffic_sign_yolo26__train__139_png.rf.IrP5E57Olg3E04hfI80q__11c1aa928a2f.png,1
train,roboflow_traffic_sign_yolo26,train/139_png.rf.Qa4E5vKVcmYTSjOZbr8x,roboflow_traffic_sign_yolo26/train/139_png,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_traffic_sign_yolo26/train/images/139_png.rf.Qa4E5vKVcmYTSjOZbr8x.png,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_traffic_sign_yolo26__train__139_png.rf.Qa4E5vKVcmYTSjOZbr8x__b04ba60d4162.png,1
train,roboflow_indian_traffic_sign_yolo26,train/61042_jpg.rf.YQHTnxNo7uAwGxGpiC2x,roboflow_indian_traffic_sign_yolo26/train/61042_jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_indian_traffic_sign_yolo26/train/images/61042_jpg.rf.YQHTnxNo7uAwGxGpiC2x.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_indian_traffic_sign_yolo26__train__61042_jpg.rf.YQHTnxNo7uAwGxGpiC2x__3874ad32f1bb.jpg,1
train,roboflow_traffic_sign_yolo26,train/124_png.rf.Xachnxj3JdwGcKJdwERg,roboflow_traffic_sign_yolo26/train/124_png,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_traffic_sign_yolo26/train/images/124_png.rf.Xachnxj3JdwGcKJdwERg.png,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_traffic_sign_yolo26__train__124_png.rf.Xachnxj3JdwGcKJdwERg__b00b99f3df02.png,1
train,roboflow_traffic_sign_yolo26,train/124_png.rf.GbNNeY1ltYQJEweKbmfs,roboflow_traffic_sign_yolo26/train/124_png,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_traffic_sign_yolo26/train/images/124_png.rf.GbNNeY1ltYQJEweKbmfs.png,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_traffic_sign_yolo26__train__124_png.rf.GbNNeY1ltYQJEweKbmfs__c93e7664f5de.png,1
train,roboflow_traffic_sign_yolo26,train/124_png.rf.4pJZsA9aD35AO67VRl2i,roboflow_traffic_sign_yolo26/train/124_png,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_traffic_sign_yolo26/train/images/124_png.rf.4pJZsA9aD35AO67VRl2i.png,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_traffic_sign_yolo26__train__124_png.rf.4pJZsA9aD35AO67VRl2i__664d56d99049.png,1
train,roboflow_indian_traffic_sign_yolo26,train/38001_jpg.rf.NwRXbdYKcLwLfB7J1j3W,roboflow_indian_traffic_sign_yolo26/train/38001_jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_indian_traffic_sign_yolo26/train/images/38001_jpg.rf.NwRXbdYKcLwLfB7J1j3W.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_indian_traffic_sign_yolo26__train__38001_jpg.rf.NwRXbdYKcLwLfB7J1j3W__d65df6af01fc.jpg,1
train,roboflow_indian_traffic_sign_yolo26,train/18066_jpg.rf.1E7R0gUt95Gytvi4uvxN,roboflow_indian_traffic_sign_yolo26/train/18066_jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_indian_traffic_sign_yolo26/train/images/18066_jpg.rf.1E7R0gUt95Gytvi4uvxN.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_indian_traffic_sign_yolo26__train__18066_jpg.rf.1E7R0gUt95Gytvi4uvxN__8842f52cb2c5.jpg,1
train,roboflow_traffic_sign_yolo26,train/24_png.rf.pNUAqZLTHThA4Rr5rxE0,roboflow_traffic_sign_yolo26/train/24_png,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_traffic_sign_yolo26/train/images/24_png.rf.pNUAqZLTHThA4Rr5rxE0.png,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_traffic_sign_yolo26__train__24_png.rf.pNUAqZLTHThA4Rr5rxE0__432c17a329f6.png,1
train,roboflow_traffic_sign_yolo26,train/24_png.rf.OblYozOLCwQRbLRg2z5O,roboflow_traffic_sign_yolo26/train/24_png,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_traffic_sign_yolo26/train/images/24_png.rf.OblYozOLCwQRbLRg2z5O.png,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_traffic_sign_yolo26__train__24_png.rf.OblYozOLCwQRbLRg2z5O__d0b657b1d6aa.png,1
train,roboflow_traffic_sign_yolo26,train/11_jpg.rf.eOEj0Jv8S4do1fnzoLLD,roboflow_traffic_sign_yolo26/train/11_jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_traffic_sign_yolo26/train/images/11_jpg.rf.eOEj0Jv8S4do1fnzoLLD.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_traffic_sign_yolo26__train__11_jpg.rf.eOEj0Jv8S4do1fnzoLLD__313bb30e3bf8.jpg,2
train,github_abhay,highquality_16k/BLR-2018-06-19-06-21-44_part_38/0000498,github_abhay/highquality_16k/BLR-2018-06-19-06-21-44_part_38,/home/nnmax/Desktop/forge-alpha/signboard-yolo/raw_github/JPEGImages/highquality_16k/BLR-2018-06-19-06-21-44_part_38/0000498.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/github_abhay__highquality_16k__BLR-2018-06-19-06-21-44_part_38__0000498__4f32cbd3d3c0.jpg,2
train,github_abhay,highquality_16k/BLR-2018-06-19-06-21-44_part_11/0001724,github_abhay/highquality_16k/BLR-2018-06-19-06-21-44_part_11,/home/nnmax/Desktop/forge-alpha/signboard-yolo/raw_github/JPEGImages/highquality_16k/BLR-2018-06-19-06-21-44_part_11/0001724.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/github_abhay__highquality_16k__BLR-2018-06-19-06-21-44_part_11__0001724__62a8b7153ad5.jpg,2
train,github_abhay,highquality_16k/BLR-2018-06-19-06-21-44_part_11/0001649,github_abhay/highquality_16k/BLR-2018-06-19-06-21-44_part_11,/home/nnmax/Desktop/forge-alpha/signboard-yolo/raw_github/JPEGImages/highquality_16k/BLR-2018-06-19-06-21-44_part_11/0001649.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/github_abhay__highquality_16k__BLR-2018-06-19-06-21-44_part_11__0001649__fa2b6e06e0bb.jpg,2
train,roboflow_indian_traffic_sign_yolo26,train/62084_jpg.rf.7EUVAQSdF5RPLnXCD0KD,roboflow_indian_traffic_sign_yolo26/train/62084_jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_indian_traffic_sign_yolo26/train/images/62084_jpg.rf.7EUVAQSdF5RPLnXCD0KD.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_indian_traffic_sign_yolo26__train__62084_jpg.rf.7EUVAQSdF5RPLnXCD0KD__2c2627690f69.jpg,1
train,roboflow_traffic_sign_yolo26,train/99_png.rf.JmwhJeaCooNV0QMgH5ax,roboflow_traffic_sign_yolo26/train/99_png,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_traffic_sign_yolo26/train/images/99_png.rf.JmwhJeaCooNV0QMgH5ax.png,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_traffic_sign_yolo26__train__99_png.rf.JmwhJeaCooNV0QMgH5ax__5f6d616fffa6.png,1
train,roboflow_traffic_sign_yolo26,train/119_png.rf.7H3alBBon0ZMkqvzyLE1,roboflow_traffic_sign_yolo26/train/119_png,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_traffic_sign_yolo26/train/images/119_png.rf.7H3alBBon0ZMkqvzyLE1.png,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_traffic_sign_yolo26__train__119_png.rf.7H3alBBon0ZMkqvzyLE1__752a37de9bda.png,1
train,roboflow_traffic_sign_yolo26,train/119_png.rf.FtNGm5sgppM89pwwLDhs,roboflow_traffic_sign_yolo26/train/119_png,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_traffic_sign_yolo26/train/images/119_png.rf.FtNGm5sgppM89pwwLDhs.png,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_traffic_sign_yolo26__train__119_png.rf.FtNGm5sgppM89pwwLDhs__6f634c7014c6.png,2
train,roboflow_traffic_sign_yolo26,train/119_png.rf.1xUwbyti2qn90kvXtc8v,roboflow_traffic_sign_yolo26/train/119_png,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_traffic_sign_yolo26/train/images/119_png.rf.1xUwbyti2qn90kvXtc8v.png,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_traffic_sign_yolo26__train__119_png.rf.1xUwbyti2qn90kvXtc8v__28db912ca71b.png,1
train,roboflow_indian_traffic_sign_yolo26,train/83007_jpg.rf.C2O2xXaHYXktS2n7oPh6,roboflow_indian_traffic_sign_yolo26/train/83007_jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_indian_traffic_sign_yolo26/train/images/83007_jpg.rf.C2O2xXaHYXktS2n7oPh6.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_indian_traffic_sign_yolo26__train__83007_jpg.rf.C2O2xXaHYXktS2n7oPh6__435aecc514e8.jpg,1
train,roboflow_indian_traffic_sign_yolo26,train/10077_jpg.rf.QGBoma85QdQC9wmuXOuR,roboflow_indian_traffic_sign_yolo26/train/10077_jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_indian_traffic_sign_yolo26/train/images/10077_jpg.rf.QGBoma85QdQC9wmuXOuR.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_indian_traffic_sign_yolo26__train__10077_jpg.rf.QGBoma85QdQC9wmuXOuR__d946869404ed.jpg,1
train,roboflow_indian_traffic_sign_yolo26,train/45022_jpg.rf.q5fo8ggSGmJ2GOy5WY7H,roboflow_indian_traffic_sign_yolo26/train/45022_jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_indian_traffic_sign_yolo26/train/images/45022_jpg.rf.q5fo8ggSGmJ2GOy5WY7H.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_indian_traffic_sign_yolo26__train__45022_jpg.rf.q5fo8ggSGmJ2GOy5WY7H__3984330f2875.jpg,1
train,roboflow_indian_traffic_sign_yolo26,train/65014_jpg.rf.eAe2NEJ9PNpWXMv59lJD,roboflow_indian_traffic_sign_yolo26/train/65014_jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_indian_traffic_sign_yolo26/train/images/65014_jpg.rf.eAe2NEJ9PNpWXMv59lJD.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_indian_traffic_sign_yolo26__train__65014_jpg.rf.eAe2NEJ9PNpWXMv59lJD__41bb9ba1f9ed.jpg,1
train,roboflow_indian_traffic_sign_yolo26,train/44160_jpg.rf.MMkc1v2I7GHr4LonweVk,roboflow_indian_traffic_sign_yolo26/train/44160_jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_indian_traffic_sign_yolo26/train/images/44160_jpg.rf.MMkc1v2I7GHr4LonweVk.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_indian_traffic_sign_yolo26__train__44160_jpg.rf.MMkc1v2I7GHr4LonweVk__890eff3caab5.jpg,1
train,roboflow_indian_traffic_sign_yolo26,train/25152_jpg.rf.kqQqz0XyTyqYQNhqoAiB,roboflow_indian_traffic_sign_yolo26/train/25152_jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_indian_traffic_sign_yolo26/train/images/25152_jpg.rf.kqQqz0XyTyqYQNhqoAiB.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_indian_traffic_sign_yolo26__train__25152_jpg.rf.kqQqz0XyTyqYQNhqoAiB__46a17c330119.jpg,1
train,github_abhay,frontNear/BLR-2018-04-19_17-16-55_frontNear/000144_r,github_abhay/frontNear/BLR-2018-04-19_17-16-55_frontNear,/home/nnmax/Desktop/forge-alpha/signboard-yolo/raw_github/JPEGImages/frontNear/BLR-2018-04-19_17-16-55_frontNear/000144_r.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/github_abhay__frontNear__BLR-2018-04-19_17-16-55_frontNear__000144_r__b10ee080cb59.jpg,1
train,github_abhay,frontNear/BLR-2018-04-19_17-16-55_frontNear/000546_r,github_abhay/frontNear/BLR-2018-04-19_17-16-55_frontNear,/home/nnmax/Desktop/forge-alpha/signboard-yolo/raw_github/JPEGImages/frontNear/BLR-2018-04-19_17-16-55_frontNear/000546_r.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/github_abhay__frontNear__BLR-2018-04-19_17-16-55_frontNear__000546_r__647602b43588.jpg,1
train,github_abhay,frontNear/BLR-2018-04-19_17-16-55_frontNear/000270_r,github_abhay/frontNear/BLR-2018-04-19_17-16-55_frontNear,/home/nnmax/Desktop/forge-alpha/signboard-yolo/raw_github/JPEGImages/frontNear/BLR-2018-04-19_17-16-55_frontNear/000270_r.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/github_abhay__frontNear__BLR-2018-04-19_17-16-55_frontNear__000270_r__cdc86f0ea143.jpg,1
train,github_abhay,frontNear/BLR-2018-04-19_17-16-55_frontNear/000276_r,github_abhay/frontNear/BLR-2018-04-19_17-16-55_frontNear,/home/nnmax/Desktop/forge-alpha/signboard-yolo/raw_github/JPEGImages/frontNear/BLR-2018-04-19_17-16-55_frontNear/000276_r.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/github_abhay__frontNear__BLR-2018-04-19_17-16-55_frontNear__000276_r__3b5c8f2d8712.jpg,1
train,github_abhay,frontNear/BLR-2018-04-19_17-16-55_frontNear/000750_r,github_abhay/frontNear/BLR-2018-04-19_17-16-55_frontNear,/home/nnmax/Desktop/forge-alpha/signboard-yolo/raw_github/JPEGImages/frontNear/BLR-2018-04-19_17-16-55_frontNear/000750_r.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/github_abhay__frontNear__BLR-2018-04-19_17-16-55_frontNear__000750_r__cdf1c37415a9.jpg,1
train,github_abhay,frontNear/BLR-2018-04-19_17-16-55_frontNear/0003420,github_abhay/frontNear/BLR-2018-04-19_17-16-55_frontNear,/home/nnmax/Desktop/forge-alpha/signboard-yolo/raw_github/JPEGImages/frontNear/BLR-2018-04-19_17-16-55_frontNear/0003420.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/github_abhay__frontNear__BLR-2018-04-19_17-16-55_frontNear__0003420__d07c72c374ec.jpg,1
train,roboflow_indian_traffic_sign_yolo26,train/26015_jpg.rf.jDgyE1h17HYZQnPNuGWM,roboflow_indian_traffic_sign_yolo26/train/26015_jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_indian_traffic_sign_yolo26/train/images/26015_jpg.rf.jDgyE1h17HYZQnPNuGWM.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_indian_traffic_sign_yolo26__train__26015_jpg.rf.jDgyE1h17HYZQnPNuGWM__048df491fd5d.jpg,1
train,roboflow_indian_traffic_sign_yolo26,train/47129_jpg.rf.MllBMyfFj0dbuUbAt77G,roboflow_indian_traffic_sign_yolo26/train/47129_jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_indian_traffic_sign_yolo26/train/images/47129_jpg.rf.MllBMyfFj0dbuUbAt77G.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_indian_traffic_sign_yolo26__train__47129_jpg.rf.MllBMyfFj0dbuUbAt77G__8af2d52df909.jpg,1
train,roboflow_indian_traffic_sign_yolo26,train/65121_jpg.rf.xmkLyBrLWMUqWlNQNS8n,roboflow_indian_traffic_sign_yolo26/train/65121_jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_indian_traffic_sign_yolo26/train/images/65121_jpg.rf.xmkLyBrLWMUqWlNQNS8n.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_indian_traffic_sign_yolo26__train__65121_jpg.rf.xmkLyBrLWMUqWlNQNS8n__da5d4cc7710b.jpg,1
train,roboflow_traffic_sign_yolo26,train/258_png.rf.g76iMMIAUEHUo0yGkuWX,roboflow_traffic_sign_yolo26/train/258_png,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_traffic_sign_yolo26/train/images/258_png.rf.g76iMMIAUEHUo0yGkuWX.png,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_traffic_sign_yolo26__train__258_png.rf.g76iMMIAUEHUo0yGkuWX__2bba4f62c789.png,2
train,roboflow_indian_traffic_sign_yolo26,train/32004_jpg.rf.gOSo4nA3w2BHw8viTy2H,roboflow_indian_traffic_sign_yolo26/train/32004_jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_indian_traffic_sign_yolo26/train/images/32004_jpg.rf.gOSo4nA3w2BHw8viTy2H.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_indian_traffic_sign_yolo26__train__32004_jpg.rf.gOSo4nA3w2BHw8viTy2H__1a7dd3f89fea.jpg,1
train,roboflow_indian_traffic_sign_yolo26,train/70085_jpg.rf.3OSH7sx2svQRXj8E2htp,roboflow_indian_traffic_sign_yolo26/train/70085_jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_indian_traffic_sign_yolo26/train/images/70085_jpg.rf.3OSH7sx2svQRXj8E2htp.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_indian_traffic_sign_yolo26__train__70085_jpg.rf.3OSH7sx2svQRXj8E2htp__0859191d9275.jpg,1
train,github_abhay,rearNear/BLR-2018-05-17_15-45-06_rearNear/000330_r,github_abhay/rearNear/BLR-2018-05-17_15-45-06_rearNear,/home/nnmax/Desktop/forge-alpha/signboard-yolo/raw_github/JPEGImages/rearNear/BLR-2018-05-17_15-45-06_rearNear/000330_r.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/github_abhay__rearNear__BLR-2018-05-17_15-45-06_rearNear__000330_r__3a0304fd9ace.jpg,1
train,github_abhay,rearNear/BLR-2018-05-17_15-45-06_rearNear/0003300,github_abhay/rearNear/BLR-2018-05-17_15-45-06_rearNear,/home/nnmax/Desktop/forge-alpha/signboard-yolo/raw_github/JPEGImages/rearNear/BLR-2018-05-17_15-45-06_rearNear/0003300.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/github_abhay__rearNear__BLR-2018-05-17_15-45-06_rearNear__0003300__74098108e35a.jpg,1
train,roboflow_indian_traffic_sign_yolo26,train/09016_jpg.rf.Ab5XToiZuKXHQWeeNQTH,roboflow_indian_traffic_sign_yolo26/train/09016_jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_indian_traffic_sign_yolo26/train/images/09016_jpg.rf.Ab5XToiZuKXHQWeeNQTH.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_indian_traffic_sign_yolo26__train__09016_jpg.rf.Ab5XToiZuKXHQWeeNQTH__0f2ade48b67a.jpg,1
train,roboflow_indian_traffic_sign_yolo26,train/66099_jpg.rf.qBYYvZXGKmeoPG1xXYjb,roboflow_indian_traffic_sign_yolo26/train/66099_jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_indian_traffic_sign_yolo26/train/images/66099_jpg.rf.qBYYvZXGKmeoPG1xXYjb.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_indian_traffic_sign_yolo26__train__66099_jpg.rf.qBYYvZXGKmeoPG1xXYjb__21664ec314b0.jpg,1
train,roboflow_indian_traffic_sign_yolo26,train/65260_jpg.rf.fENL7rN34tKfeAbn4D5o,roboflow_indian_traffic_sign_yolo26/train/65260_jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_indian_traffic_sign_yolo26/train/images/65260_jpg.rf.fENL7rN34tKfeAbn4D5o.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_indian_traffic_sign_yolo26__train__65260_jpg.rf.fENL7rN34tKfeAbn4D5o__bb52b0f184f1.jpg,1
train,roboflow_indian_traffic_sign_yolo26,train/65284_jpg.rf.9mXFCMhHvbFfoUKjxqvk,roboflow_indian_traffic_sign_yolo26/train/65284_jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_indian_traffic_sign_yolo26/train/images/65284_jpg.rf.9mXFCMhHvbFfoUKjxqvk.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_indian_traffic_sign_yolo26__train__65284_jpg.rf.9mXFCMhHvbFfoUKjxqvk__f5d419265c34.jpg,1
train,github_abhay,highquality_16k/BLR-2018-06-29-10-07-38_part_13/0001050,github_abhay/highquality_16k/BLR-2018-06-29-10-07-38_part_13,/home/nnmax/Desktop/forge-alpha/signboard-yolo/raw_github/JPEGImages/highquality_16k/BLR-2018-06-29-10-07-38_part_13/0001050.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/github_abhay__highquality_16k__BLR-2018-06-29-10-07-38_part_13__0001050__c60d400b4c3b.jpg,1
train,roboflow_indian_traffic_sign_yolo26,train/44088_jpg.rf.RTgS53DFK99nofVTrQ5C,roboflow_indian_traffic_sign_yolo26/train/44088_jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_indian_traffic_sign_yolo26/train/images/44088_jpg.rf.RTgS53DFK99nofVTrQ5C.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_indian_traffic_sign_yolo26__train__44088_jpg.rf.RTgS53DFK99nofVTrQ5C__97fc7c780282.jpg,1
train,roboflow_indian_traffic_sign_yolo26,train/46014_jpg.rf.0LsvcRSsXIUvsOo3KJFO,roboflow_indian_traffic_sign_yolo26/train/46014_jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_indian_traffic_sign_yolo26/train/images/46014_jpg.rf.0LsvcRSsXIUvsOo3KJFO.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_indian_traffic_sign_yolo26__train__46014_jpg.rf.0LsvcRSsXIUvsOo3KJFO__875426776f1c.jpg,1
train,roboflow_indian_traffic_sign_yolo26,train/25111_jpg.rf.ztHMKioUM48ZKM5eQ6Pm,roboflow_indian_traffic_sign_yolo26/train/25111_jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_indian_traffic_sign_yolo26/train/images/25111_jpg.rf.ztHMKioUM48ZKM5eQ6Pm.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_indian_traffic_sign_yolo26__train__25111_jpg.rf.ztHMKioUM48ZKM5eQ6Pm__5058bfebd66c.jpg,1
train,roboflow_indian_traffic_sign_yolo26,train/84004_jpg.rf.HHQ4zcbKPYEHSEfx5uVd,roboflow_indian_traffic_sign_yolo26/train/84004_jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_indian_traffic_sign_yolo26/train/images/84004_jpg.rf.HHQ4zcbKPYEHSEfx5uVd.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_indian_traffic_sign_yolo26__train__84004_jpg.rf.HHQ4zcbKPYEHSEfx5uVd__e4fa92f1833a.jpg,1
train,roboflow_indian_traffic_sign_yolo26,train/46004_jpg.rf.vNkdMq1mmsRkoZnd8bJL,roboflow_indian_traffic_sign_yolo26/train/46004_jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_indian_traffic_sign_yolo26/train/images/46004_jpg.rf.vNkdMq1mmsRkoZnd8bJL.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_indian_traffic_sign_yolo26__train__46004_jpg.rf.vNkdMq1mmsRkoZnd8bJL__8daebf96a1c3.jpg,1
train,roboflow_indian_traffic_sign_yolo26,train/11066_jpg.rf.sRUBJCqoWFIzyo47Qspz,roboflow_indian_traffic_sign_yolo26/train/11066_jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_indian_traffic_sign_yolo26/train/images/11066_jpg.rf.sRUBJCqoWFIzyo47Qspz.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_indian_traffic_sign_yolo26__train__11066_jpg.rf.sRUBJCqoWFIzyo47Qspz__92091f69a023.jpg,1
